sharpe_ratio,max_drawdown,total_pnl,number_of_trades,cluster,tickers
0.2835357055430362,-8.229947552011556,6.2992062869534715,4.0,0,"NCLH,CCL,RCL,UAL,DAL"
0.08288255794475465,-10.196813557712016,2.68660965827064,1.5,1,"DG,PG,MDLZ,PEP,WMT"
0.43284904476525393,-9.99988002024717,11.206068497805841,9.5,2,"TRGP,MPC,XOM,EOG,DVN"
0.32024432778813533,-13.385145902067464,11.2515912257007,3.0,3,"EL,POOL,MCO,SHW,TECH"
0.06368968030919427,-11.559840838911521,0.9396549049606566,4.0,4,"DUK,LNT,WM,AEE,SO"
0.944427513118257,-8.553117735274327,14.864488456555433,4.0,5,"KEY,CFG,MGM,FITB,PNC"
0.23784005810718875,-8.686146188292696,3.255942566085986,5.0,7,"NXPI,LRCX,MCHP,KLAC,AMAT"
1.3266565306650784,-6.273562331000903,34.79792945200228,6.0,8,"UNH,LLY,MOH,JNJ,ELV"
2.6820159856522197,-2.346289129634311,22.868521767890375,7.0,9,"EMR,TEL,JCI,MS,PH"
